date,Con,Lab,LibDem,UKIP,Green,SNP,PLPW,BP,ChUK
2017-05-18,46.0,34.0,7.0,7.0,-100,4.0,-100,-100,-100
2017-05-19,44.0,35.0,9.0,3.0,-100,-100,-100,-100,-100
2017-05-20,44.5,34.0,8.0,3.5,1.5,3.5,-100,-100,-100
2017-05-21,47.0,33.0,9.0,4.0,2.0,4.0,-100,-100,-100
2017-05-22,42.0,34.0,9.0,4.0,4.0,4.0,-100,-100,-100
2017-05-24,45.0,35.0,7.0,5.0,2.0,5.0,-100,-100,-100
2017-05-25,43.666666666666664,37.333333333333336,7.666666666666667,4.333333333333333,1.0,4.5,-100,-100,-100
2017-05-26,45.0,34.0,8.333333333333334,4.666666666666667,2.0,4.0,-100,-100,-100
2017-05-27,43.0,37.0,8.0,4.0,1.0,3.0,-100,-100,-100
2017-05-29,45.0,33.0,8.0,5.0,3.0,4.0,-100,-100,-100
2017-05-30,42.0,35.5,10.0,4.0,2.5,4.0,-100,-100,-100
2017-05-31,43.0,38.5,6.5,4.0,2.0,4.0,-100,-100,-100
2017-06-01,44.5,38.0,7.0,3.5,2.0,4.0,-100,-100,-100
2017-06-02,44.0,36.25,8.75,4.0,2.0,4.0,-100,-100,-100
2017-06-03,40.0,39.0,8.0,5.0,-100,4.0,-100,-100,-100
2017-06-04,45.0,34.0,8.0,5.0,3.0,4.0,-100,-100,-100
2017-06-05,42.0,38.0,9.0,4.0,2.0,4.0,-100,-100,-100
2017-06-06,42.5,37.0,7.0,4.5,2.0,4.0,-100,-100,-100
2017-06-07,43.22222222222222,36.333333333333336,7.666666666666667,4.333333333333333,2.125,4.222222222222222,-100,-100,-100
2017-06-10,39.0,45.0,7.0,3.0,-100,3.0,-100,-100,-100
2017-06-17,41.0,44.0,6.0,2.0,1.0,3.0,-100,-100,-100
2017-06-21,41.0,46.0,6.0,2.0,1.0,3.0,-100,-100,-100
2017-06-29,39.0,45.0,5.0,5.0,2.0,3.0,-100,-100,-100
2017-06-30,41.0,40.0,7.0,2.0,2.0,2.0,-100,-100,-100
2017-07-03,41.0,43.0,7.0,3.0,3.0,-100,-100,-100,-100
2017-07-06,38.0,46.0,6.0,4.0,1.0,4.0,-100,-100,-100
2017-07-11,40.0,45.0,7.0,2.0,1.0,4.0,-100,-100,-100
2017-07-14,41.0,43.0,5.0,5.0,2.0,3.0,-100,-100,-100
2017-07-15,39.0,42.0,8.0,6.0,1.0,4.0,-100,-100,-100
2017-07-16,42.0,43.0,7.0,3.0,2.0,4.0,-100,-100,-100
2017-07-18,41.0,42.0,9.0,3.0,2.0,3.0,-100,-100,-100
2017-07-19,41.0,43.0,6.0,3.0,2.0,4.0,-100,-100,-100
2017-08-01,41.0,44.0,7.0,3.0,2.0,3.0,-100,-100,-100
2017-08-11,42.0,39.0,7.0,6.0,3.0,2.0,-100,-100,-100
2017-08-18,40.0,43.0,6.0,4.0,2.0,5.0,-100,-100,-100
2017-08-22,41.0,42.0,8.0,4.0,1.0,4.0,-100,-100,-100
2017-08-28,42.0,42.0,7.0,3.0,3.0,2.0,-100,-100,-100
2017-08-31,41.0,42.0,6.0,4.0,2.0,4.0,-100,-100,-100
2017-09-01,38.0,43.0,7.0,4.0,-100,4.0,-100,-100,-100
2017-09-10,42.0,42.0,7.0,4.0,3.0,3.0,-100,-100,-100
2017-09-13,41.0,42.0,7.0,3.0,2.0,4.0,-100,-100,-100
2017-09-15,41.0,41.0,5.0,5.0,3.0,4.0,1.0,-100,-100
2017-09-18,40.0,44.0,9.0,2.0,1.0,4.0,-100,-100,-100
2017-09-22,40.0,41.5,7.0,4.0,2.0,4.0,1.0,-100,-100
2017-09-24,39.5,42.5,7.5,4.0,2.0,3.5,1.0,-100,-100
2017-10-05,40.0,42.0,7.0,4.0,2.0,4.0,-100,-100,-100
2017-10-06,40.0,42.0,5.0,5.0,2.0,4.0,-100,-100,-100
2017-10-08,41.0,41.0,7.0,4.0,2.0,4.0,1.0,-100,-100
2017-10-11,39.0,42.0,8.0,4.0,2.0,4.0,-100,-100,-100
2017-10-19,40.0,42.0,8.0,4.0,2.0,4.0,-100,-100,-100
2017-10-23,42.0,42.0,7.0,3.0,2.0,-100,-100,-100,-100
2017-10-24,41.0,43.0,7.0,3.0,2.0,3.0,-100,-100,-100
2017-11-01,38.0,40.0,9.0,4.0,3.0,5.0,-100,-100,-100
2017-11-08,40.0,43.0,6.0,4.0,2.0,4.0,-100,-100,-100
2017-11-12,41.0,41.0,7.0,4.0,2.0,4.0,-100,-100,-100
2017-11-16,40.0,42.0,6.0,5.0,2.0,4.0,1.0,-100,-100
2017-11-20,41.0,40.5,8.0,4.0,2.5,3.0,-100,-100,-100
2017-11-23,39.0,41.0,7.0,4.0,3.0,4.0,-100,-100,-100
2017-11-26,41.0,41.0,7.0,5.0,3.0,3.0,-100,-100,-100
2017-11-28,37.0,39.0,9.0,4.0,4.0,5.0,-100,-100,-100
2017-12-01,38.5,43.0,7.0,4.0,2.0,3.0,-100,-100,-100
2017-12-05,40.0,41.0,7.0,3.0,2.0,4.0,-100,-100,-100
2017-12-08,37.0,40.0,9.0,5.0,3.0,3.0,1.0,-100,-100
2017-12-10,42.0,40.5,7.5,4.5,2.0,3.5,1.0,-100,-100
2017-12-14,40.0,41.5,7.0,5.0,2.5,3.0,1.0,-100,-100
2017-12-20,40.0,42.0,7.0,4.0,1.0,5.0,-100,-100,-100
2018-01-08,40.0,41.0,9.0,3.0,2.0,4.0,-100,-100,-100
2018-01-12,40.0,40.0,6.0,5.0,3.0,4.0,-100,-100,-100
2018-01-14,40.0,41.0,7.0,4.0,3.0,3.0,1.0,-100,-100
2018-01-17,41.0,42.0,7.0,3.0,2.0,4.0,-100,-100,-100
2018-01-19,41.0,41.0,7.0,4.0,3.0,3.0,-100,-100,-100
2018-01-23,39.0,42.0,9.0,3.0,2.0,4.0,-100,-100,-100
2018-01-29,41.0,42.5,7.0,2.5,2.0,3.0,-100,-100,-100
2018-02-04,41.0,40.0,8.0,3.0,4.0,3.0,-100,-100,-100
2018-02-06,43.0,39.0,8.0,3.0,3.0,3.0,-100,-100,-100
2018-02-08,42.0,39.0,7.0,5.0,-100,-100,-100,-100,-100
2018-02-09,40.0,40.0,8.0,5.0,4.0,2.0,-100,-100,-100
2018-02-12,39.0,39.0,8.0,4.0,-100,-100,-100,-100,-100
2018-02-13,40.0,41.0,8.0,4.0,2.0,3.0,-100,-100,-100
2018-02-19,42.0,43.0,7.0,3.0,2.0,3.0,-100,-100,-100
2018-02-20,40.0,42.0,8.0,4.0,2.0,4.0,-100,-100,-100
2018-02-27,41.0,42.0,7.0,3.0,2.0,4.0,-100,-100,-100
2018-03-04,43.0,42.0,7.0,2.0,3.0,3.0,-100,-100,-100
2018-03-06,41.0,43.0,7.0,2.0,2.0,4.0,-100,-100,-100
2018-03-07,43.0,42.0,6.0,2.0,2.0,4.0,1.0,-100,-100
2018-03-08,38.0,45.0,9.0,3.0,2.0,2.0,-100,-100,-100
2018-03-15,42.0,39.5,6.5,3.5,3.0,4.5,1.0,-100,-100
2018-03-18,44.0,41.0,8.0,1.0,2.0,3.0,1.0,-100,-100
2018-03-27,43.0,39.0,8.0,3.0,2.0,3.0,-100,-100,-100
2018-04-05,42.5,39.5,7.5,3.5,2.5,4.0,1.0,-100,-100
2018-04-10,40.0,40.0,9.0,4.0,2.0,4.0,-100,-100,-100
2018-04-12,40.0,40.5,7.0,4.5,2.0,3.5,1.0,-100,-100
2018-04-14,40.0,40.0,9.0,3.0,1.0,3.0,1.0,-100,-100
2018-04-17,43.0,38.0,8.0,3.0,3.0,4.0,-100,-100,-100
2018-04-24,41.0,40.0,10.0,2.0,2.0,3.0,1.0,-100,-100
2018-04-25,43.0,38.0,8.0,3.0,3.0,4.0,-100,-100,-100
2018-04-29,41.0,39.5,8.5,4.5,3.0,3.0,-100,-100,-100
2018-05-01,42.0,38.0,7.0,3.0,3.0,4.0,-100,-100,-100
2018-05-04,39.0,39.0,10.0,4.0,3.0,4.0,1.0,-100,-100
2018-05-09,43.0,38.0,9.0,2.0,2.0,4.0,-100,-100,-100
2018-05-10,41.0,40.0,8.0,3.0,2.0,3.0,1.0,-100,-100
2018-05-13,43.0,40.0,8.0,3.0,3.0,3.0,-100,-100,-100
2018-05-14,43.0,38.0,9.0,3.0,3.0,3.0,-100,-100,-100
2018-05-16,43.0,39.0,6.0,4.0,3.0,4.0,1.0,-100,-100
2018-05-17,41.0,41.0,7.0,3.0,3.0,3.0,1.0,-100,-100
2018-05-21,42.0,38.0,9.0,2.0,3.0,4.0,-100,-100,-100
2018-05-22,40.0,40.0,7.0,2.0,5.0,5.0,-100,-100,-100
2018-05-29,42.5,39.5,8.5,3.0,2.0,4.0,1.0,-100,-100
2018-06-04,41.0,40.0,9.0,2.0,2.0,3.0,-100,-100,-100
2018-06-05,44.0,37.0,8.0,3.0,3.0,4.0,-100,-100,-100
2018-06-07,42.0,40.0,7.0,2.0,2.0,6.0,1.0,-100,-100
2018-06-08,38.0,41.0,11.0,4.0,2.0,2.0,-100,-100,-100
2018-06-10,42.0,40.0,8.0,3.0,3.0,3.0,-100,-100,-100
2018-06-12,42.0,39.0,8.0,3.0,2.0,4.0,-100,-100,-100
2018-06-19,42.0,40.0,9.0,3.0,2.0,4.0,-100,-100,-100
2018-06-20,41.0,38.0,7.0,3.0,3.0,4.0,1.0,-100,-100
2018-06-24,41.0,40.0,9.0,3.0,3.0,3.0,-100,-100,-100
2018-06-26,42.0,37.0,9.0,3.0,3.0,5.0,-100,-100,-100
2018-06-27,41.0,38.0,7.0,4.0,4.0,4.0,1.0,-100,-100
2018-07-04,41.0,40.0,9.0,3.0,2.0,4.0,-100,-100,-100
2018-07-05,39.0,37.0,10.0,3.0,4.0,3.0,1.0,-100,-100
2018-07-07,38.0,40.0,10.0,-100,-100,3.0,1.0,-100,-100
2018-07-09,40.0,38.666666666666664,9.0,4.0,3.0,3.6666666666666665,1.0,-100,-100
2018-07-11,37.0,39.0,10.0,6.0,3.0,4.0,-100,-100,-100
2018-07-13,36.0,40.0,8.0,8.0,3.0,4.0,1.0,-100,-100
2018-07-14,37.0,42.0,7.0,6.0,3.0,3.0,1.0,-100,-100
2018-07-17,36.0,41.0,9.0,7.0,2.0,4.0,-100,-100,-100
2018-07-20,38.0,39.0,9.0,6.0,2.0,5.0,-100,-100,-100
2018-07-22,40.0,41.0,8.0,5.0,3.0,3.0,-100,-100,-100
2018-07-23,38.0,38.0,10.0,6.0,3.0,4.0,-100,-100,-100
2018-07-24,38.0,38.0,10.0,6.0,3.0,5.0,-100,-100,-100
2018-07-31,38.0,38.0,10.0,6.0,3.0,4.0,-100,-100,-100
2018-08-05,39.0,40.0,7.0,6.0,3.0,4.0,-100,-100,-100
2018-08-09,39.0,35.0,10.0,7.0,3.0,5.0,-100,-100,-100
2018-08-10,37.0,39.0,10.0,5.0,5.0,3.0,-100,-100,-100
2018-08-13,39.0,39.5,8.5,4.5,2.5,4.0,1.0,-100,-100
2018-08-14,41.0,38.0,8.0,6.0,3.0,4.0,-100,-100,-100
2018-08-16,37.0,40.0,8.0,6.0,5.0,3.0,1.0,-100,-100
2018-08-17,39.0,38.0,7.0,7.0,3.0,4.0,1.0,-100,-100
2018-08-19,40.0,40.0,8.0,6.0,2.0,3.0,-100,-100,-100
2018-08-21,40.0,37.0,9.0,6.0,2.0,5.0,-100,-100,-100
2018-08-29,39.0,37.0,10.0,5.0,3.0,4.0,-100,-100,-100
2018-09-01,37.0,41.0,6.0,7.0,2.0,3.0,1.0,-100,-100
2018-09-04,39.0,35.0,11.0,5.0,4.0,5.0,-100,-100,-100
2018-09-07,37.5,37.5,10.5,5.5,3.0,2.5,1.0,-100,-100
2018-09-09,42.0,39.0,8.0,4.0,3.0,3.0,-100,-100,-100
2018-09-10,40.0,35.0,10.0,5.0,4.0,4.0,-100,-100,-100
2018-09-13,39.5,37.0,9.0,5.0,3.0,4.0,1.0,-100,-100
2018-09-18,39.0,37.0,13.0,2.0,5.0,3.0,-100,-100,-100
2018-09-19,40.0,36.0,11.0,5.0,2.0,5.0,-100,-100,-100
2018-09-20,37.0,39.0,9.0,8.0,2.0,4.0,1.0,-100,-100
2018-09-22,38.0,38.0,10.0,5.0,4.0,4.0,-100,-100,-100
2018-09-24,41.0,40.0,9.0,4.0,3.0,3.0,-100,-100,-100
2018-09-25,42.0,36.0,11.0,4.0,2.0,4.0,-100,-100,-100
2018-09-27,39.0,40.0,9.0,5.0,2.0,3.0,-100,-100,-100
2018-09-28,39.0,36.0,9.0,6.0,3.0,4.0,-100,-100,-100
2018-09-29,35.0,40.0,12.0,5.0,3.0,4.0,1.0,-100,-100
2018-10-01,42.0,36.0,9.0,5.0,2.0,4.0,-100,-100,-100
2018-10-05,38.5,39.0,8.5,5.0,3.5,3.5,1.0,-100,-100
2018-10-09,41.0,37.0,9.0,4.0,3.0,5.0,-100,-100,-100
2018-10-10,40.0,39.0,7.0,6.0,-100,4.0,-100,-100,-100
2018-10-12,41.0,37.0,8.0,6.0,3.0,4.0,1.0,-100,-100
2018-10-15,41.0,36.0,9.5,3.5,3.5,4.0,1.0,-100,-100
2018-10-22,39.0,37.0,10.0,5.0,5.0,4.0,1.0,-100,-100
2018-10-23,41.0,36.0,8.0,4.0,4.0,6.0,-100,-100,-100
2018-10-26,43.0,40.0,6.0,5.0,2.0,4.0,-100,-100,-100
2018-10-30,41.0,39.0,7.0,5.0,2.0,4.0,-100,-100,-100
2018-11-02,39.0,40.0,8.0,3.0,2.0,3.0,-100,-100,-100
2018-11-05,41.0,37.0,8.0,4.0,4.0,4.0,-100,-100,-100
2018-11-07,40.0,40.0,8.0,5.0,3.0,4.0,1.0,-100,-100
2018-11-12,40.0,39.0,8.0,3.0,3.0,4.0,1.0,-100,-100
2018-11-15,36.0,39.5,8.0,7.5,3.0,4.0,1.0,-100,-100
2018-11-19,39.0,36.0,8.0,6.0,4.0,4.0,-100,-100,-100
2018-11-27,40.0,35.0,10.0,6.0,3.0,4.0,-100,-100,-100
2018-12-02,37.0,39.0,9.0,6.0,3.0,3.0,-100,-100,-100
2018-12-04,40.0,38.0,9.0,4.0,4.0,5.0,-100,-100,-100
2018-12-05,38.0,38.0,9.0,4.0,5.0,4.0,1.0,-100,-100
2018-12-06,38.0,38.0,9.0,5.0,5.0,4.0,1.0,-100,-100
2018-12-07,38.0,37.0,10.0,3.0,4.0,5.0,-100,-100,-100
2018-12-14,39.0,37.5,9.0,5.0,3.5,4.5,1.0,-100,-100
2018-12-20,39.0,39.0,6.0,6.0,4.0,4.0,-100,-100,-100
2019-01-04,40.0,34.0,10.0,4.0,4.0,4.0,-100,-100,-100
2019-01-07,41.0,35.0,11.0,4.0,3.0,4.0,-100,-100,-100
2019-01-11,37.0,38.5,11.0,5.0,3.5,3.0,1.0,-100,-100
2019-01-14,37.0,36.0,10.0,6.0,4.0,4.5,1.0,-100,-100
2019-01-15,37.0,39.0,8.0,7.0,3.0,3.0,1.0,-100,-100
2019-01-17,39.5,38.0,9.0,5.0,2.5,3.0,1.0,-100,-100
2019-01-18,38.0,40.0,8.0,6.0,3.5,4.0,1.0,-100,-100
2019-01-30,38.0,39.0,9.0,4.0,2.0,3.0,-100,-100,-100
2019-02-01,41.0,34.0,8.0,7.0,4.0,4.0,1.0,-100,-100
2019-02-04,41.0,34.0,10.0,4.0,4.0,5.0,-100,-100,-100
2019-02-05,38.0,38.0,10.0,4.0,3.0,4.0,1.0,-100,-100
2019-02-11,40.0,35.0,10.0,3.0,4.0,4.0,1.0,-100,-100
2019-02-15,37.0,37.0,8.0,7.0,4.0,4.0,-100,-100,-100
2019-02-18,40.0,36.0,10.0,5.0,2.0,3.0,-100,-100,-100
2019-02-19,41.0,33.0,10.0,4.0,4.0,5.0,-100,-100,-100
2019-02-23,42.0,33.0,8.0,5.0,3.5,4.5,-100,-100,-100
2019-03-01,40.0,34.0,9.0,7.0,3.0,4.0,1.0,-100,-100
2019-03-04,40.0,31.0,11.0,3.0,4.0,5.0,-100,-100,-100
2019-03-08,39.0,34.0,12.0,5.0,4.0,3.0,1.0,-100,-100
2019-03-11,41.0,31.0,8.0,6.0,6.0,5.0,-100,-100,-100
2019-03-15,36.0,34.666666666666664,10.0,7.0,3.5,4.0,1.0,4.0,-100
2019-03-19,38.0,34.0,8.0,7.0,4.0,5.0,1.0,-100,-100
2019-03-22,36.0,35.0,7.0,9.0,4.0,5.0,1.0,-100,-100
2019-03-25,36.0,33.0,11.0,4.0,4.0,5.0,-100,-100,-100
2019-03-29,35.0,35.0,9.0,9.0,5.0,4.0,-100,-100,-100
2019-03-30,36.0,41.0,7.0,7.0,6.0,3.0,1.0,-100,-100
2019-04-03,32.0,31.0,12.0,7.0,4.0,6.0,-100,-100,-100
2019-04-05,35.0,34.0,11.0,7.0,5.0,3.0,1.0,-100,-100
2019-04-07,32.0,32.0,7.0,9.0,3.0,3.0,-100,-100,9.0
2019-04-08,31.5,37.5,9.5,7.5,4.5,4.5,1.0,-100,-100
2019-04-11,28.0,32.0,11.0,6.0,5.0,5.0,-100,8.0,3.0
2019-04-12,29.0,36.0,8.0,11.0,4.0,5.0,1.0,-100,-100
2019-04-16,23.0,33.0,7.0,5.0,3.0,3.0,1.0,14.0,9.0
2019-04-17,26.333333333333332,30.333333333333332,9.0,4.666666666666667,4.666666666666667,4.333333333333333,1.0,13.333333333333334,4.333333333333333
2019-04-23,26.0,33.0,6.0,4.0,4.0,5.0,1.0,17.0,4.0
2019-04-24,27.0,33.0,9.5,4.5,4.0,4.5,-100,13.5,3.5
2019-04-30,29.0,29.0,13.0,2.0,5.0,4.0,-100,15.0,3.0
2019-05-07,25.0,30.0,11.0,4.0,5.0,3.0,1.0,17.0,2.0
2019-05-08,22.0,28.0,11.0,4.0,6.0,4.0,-100,21.0,4.0
2019-05-09,21.5,25.5,15.0,2.5,6.0,4.0,1.0,19.0,4.5
2019-05-12,20.0,27.0,13.0,4.0,4.0,3.0,-100,20.0,6.0
2019-05-13,23.0,32.0,14.0,3.0,4.0,4.5,2.0,14.5,3.5
2019-05-14,25.0,26.0,15.5,2.5,7.0,5.0,-100,17.0,2.0
2019-05-16,22.0,29.0,11.0,2.0,3.0,-100,-100,24.0,3.0
2019-05-17,25.5,28.0,15.5,2.0,4.5,5.0,-100,15.5,2.0
2019-05-20,22.0,26.0,12.0,2.0,4.0,4.0,1.0,25.0,2.0
2019-05-21,24.0,31.0,14.0,2.0,4.5,4.5,1.0,16.5,3.0
2019-05-22,28.0,33.0,13.0,3.0,3.0,3.0,-100,12.0,2.0
2019-05-29,19.0,19.0,24.0,1.0,8.0,6.0,-100,22.0,1.0
2019-05-30,18.5,24.0,16.0,1.0,8.0,4.0,1.0,25.0,2.5
2019-06-01,18.0,19.0,23.0,-100,10.0,5.0,-100,23.0,-100
2019-06-06,18.0,20.0,20.0,1.0,9.0,5.0,-100,26.0,-100
2019-06-07,26.0,27.0,17.0,1.0,6.0,3.0,1.0,18.0,1.0
2019-06-09,23.0,27.0,17.0,1.0,5.0,3.0,1.0,22.0,1.0
2019-06-10,21.0,21.0,19.0,-100,-100,-100,-100,24.0,-100
2019-06-14,17.0,19.0,22.0,-100,8.0,4.0,1.0,26.0,1.0
2019-06-19,20.0,20.0,21.0,1.0,9.0,4.0,1.0,23.0,-100
2019-06-20,22.0,26.0,17.0,1.5,6.0,3.5,1.0,21.5,1.0
2019-06-25,24.0,22.0,20.5,1.0,9.0,4.0,1.0,17.0,-100
2019-07-03,24.0,18.0,20.0,-100,9.0,4.0,1.0,23.0,-100
2019-07-05,25.5,26.0,16.5,1.5,7.0,3.5,1.0,18.0,1.0
2019-07-07,25.0,28.0,16.0,1.0,5.0,3.0,-100,19.0,-100
2019-07-10,24.0,20.0,19.0,-100,9.0,5.0,1.0,21.0,-100
2019-07-11,23.5,28.5,17.0,1.0,4.0,3.5,1.0,20.0,1.0
2019-07-16,25.0,28.0,17.0,1.0,5.0,4.0,-100,19.0,1.0
2019-07-17,25.0,21.0,20.0,-100,8.0,4.0,1.0,19.0,-100
2019-07-24,25.0,19.0,23.0,1.0,9.0,4.0,1.0,17.0,-100
2019-07-25,28.0,27.0,19.0,1.0,4.0,3.0,1.0,16.0,0.1
2019-07-26,30.5,24.5,18.0,0.55,6.5,5.0,1.0,14.0,-100
2019-07-27,30.0,25.0,18.0,1.0,4.0,4.0,1.0,14.0,2.0
2019-07-28,29.0,30.0,16.0,1.0,5.0,3.0,1.0,15.0,-100
2019-07-30,33.0,23.0,19.5,1.0,7.0,4.5,1.0,11.0,-100
2019-08-06,31.0,22.0,21.0,-100,7.0,4.0,-100,14.0,-100
2019-08-09,31.0,28.0,13.0,1.0,5.0,4.0,1.0,16.0,-100
2019-08-11,29.5,25.5,18.5,1.0,3.5,3.5,-100,15.5,-100
2019-08-14,30.5,23.0,19.5,1.0,7.0,3.5,1.0,13.0,-100
2019-08-19,42.0,28.0,15.0,-100,3.0,5.0,-100,5.0,1.0
2019-08-21,32.0,22.0,20.0,-100,7.0,4.0,1.0,12.0,-100
2019-08-23,32.5,23.5,17.0,1.0,5.5,4.5,1.0,15.0,-100
2019-08-28,34.0,22.0,17.0,-100,8.0,4.0,1.0,13.0,-100
2019-08-29,33.0,22.0,21.0,-100,7.0,4.0,1.0,12.0,-100
2019-08-30,31.0,24.0,21.0,-100,3.0,4.0,1.0,14.0,-100
2019-08-31,35.0,24.0,18.0,-100,4.0,4.0,1.0,14.0,1.0
2019-09-03,36.0,27.5,16.0,1.0,5.5,3.5,1.0,10.0,-100
2019-09-04,33.0,26.0,17.0,-100,3.0,4.0,1.0,14.0,-100
2019-09-06,32.2,25.0,18.4,1.0,3.75,4.0,1.0,14.0,-100
2019-09-07,31.0,28.0,17.0,-100,3.0,4.0,1.0,13.0,-100
2019-09-08,30.0,29.0,17.0,1.0,4.0,3.0,1.0,13.0,-100
2019-09-09,38.0,24.0,20.0,1.0,3.0,4.0,1.0,7.0,1.0
2019-09-10,32.0,23.0,19.0,-100,7.0,4.0,-100,14.0,-100
2019-09-12,28.0,27.0,20.0,1.0,5.0,4.0,1.0,13.0,1.0
2019-09-13,37.0,25.0,16.0,1.0,2.0,4.0,1.0,13.0,-100
2019-09-16,33.0,24.0,23.0,-100,4.0,4.0,-100,10.0,-100
2019-09-18,32.0,21.0,23.0,1.0,4.0,4.0,1.0,14.0,-100
2019-09-19,29.0,27.0,20.0,-100,4.0,4.0,-100,13.0,1.0
2019-09-20,33.5,22.5,19.5,2.0,4.5,4.0,1.0,13.0,-100
2019-09-24,27.0,27.0,20.0,-100,-100,4.0,1.0,17.0,-100
2019-09-25,30.0,23.0,22.0,-100,4.5,3.5,1.0,15.0,-100
2019-09-27,34.5,23.0,20.5,-100,3.5,4.5,1.0,12.0,-100
2019-10-01,34.0,21.0,23.0,-100,5.0,3.0,1.0,12.0,-100
2019-10-04,34.5,24.5,17.5,1.0,5.5,5.0,-100,11.5,-100
2019-10-06,33.0,27.0,19.0,1.0,3.0,4.0,-100,13.0,-100
2019-10-09,35.0,22.0,20.0,-100,6.0,4.0,1.0,12.0,1.0
2019-10-10,33.0,27.0,18.0,-100,4.0,4.0,-100,12.0,-100
2019-10-11,33.0,30.0,17.0,-100,3.0,4.0,-100,12.0,-100
2019-10-15,38.0,23.5,18.0,1.0,4.0,3.5,1.0,9.5,-100
2019-10-17,35.0,26.5,17.0,2.0,4.0,4.0,1.0,12.0,-100
2019-10-18,34.0,25.5,19.0,-100,2.5,4.0,-100,12.0,-100
2019-10-21,37.0,23.0,19.0,1.0,5.0,3.5,1.0,11.0,-100
2019-10-25,38.0,23.5,16.5,1.0,4.5,4.0,1.0,11.0,-100
2019-10-28,41.0,24.0,20.0,-100,3.0,3.0,1.0,7.0,-100
2019-10-30,35.0,23.5,18.5,1.0,3.5,3.5,1.0,12.5,1.0
2019-10-31,37.333333333333336,28.333333333333332,15.0,-100,3.6666666666666665,3.3333333333333335,1.0,10.333333333333334,-100
2019-11-01,40.5,26.5,16.0,-100,3.0,4.5,1.0,8.0,-100
2019-11-02,40.0,28.0,14.0,-100,2.0,3.0,1.0,11.0,-100
2019-11-04,38.0,28.0,15.5,1.0,4.0,3.5,1.0,10.0,-100
2019-11-06,36.0,25.0,17.0,-100,5.0,4.0,1.0,11.0,-100
2019-11-08,38.4,28.6,16.0,-100,2.5,4.25,1.0,8.6,-100
2019-11-09,41.0,29.0,16.0,1.0,2.0,3.0,-100,6.0,-100
2019-11-10,37.0,29.0,17.0,-100,3.0,4.0,-100,9.0,-100
2019-11-11,38.0,29.0,16.0,1.0,3.0,3.0,1.0,8.5,1.0
2019-11-12,41.0,29.0,15.5,-100,3.5,3.5,1.0,5.5,-100
2019-11-14,42.0,31.5,14.5,-100,3.5,3.5,-100,3.5,-100
2019-11-15,42.0,28.333333333333332,15.0,-100,2.6666666666666665,3.6666666666666665,-100,6.333333333333333,-100
2019-11-16,43.5,29.0,12.0,2.0,3.0,3.0,1.0,5.5,-100
2019-11-18,43.5,29.5,14.5,-100,3.0,3.0,-100,3.5,-100
2019-11-19,42.666666666666664,29.666666666666668,15.333333333333334,-100,3.0,4.333333333333333,-100,4.0,-100
2019-11-20,43.0,29.0,15.0,-100,3.0,4.0,1.0,4.0,-100
2019-11-21,41.5,30.0,16.5,-100,3.5,2.5,-100,4.0,-100
2019-11-22,43.666666666666664,30.0,14.0,-100,3.3333333333333335,4.0,1.0,3.0,-100
2019-11-23,42.0,30.0,15.5,-100,3.0,3.5,1.0,4.0,-100
2019-11-25,42.0,33.0,13.5,-100,3.5,3.0,1.0,3.5,-100
2019-11-26,42.0,33.0,13.0,-100,2.0,3.5,-100,4.5,-100
2019-11-27,39.0,33.0,13.0,-100,5.0,-100,-100,4.0,-100
2019-11-28,42.5,33.5,13.0,-100,3.0,3.0,-100,4.0,-100
2019-11-29,44.5,32.5,13.0,-100,3.0,4.0,-100,2.0,-100
2019-11-30,43.5,32.5,13.0,-100,2.5,3.0,1.0,3.0,-100
2019-12-02,43.0,33.5,14.0,-100,2.5,3.0,1.0,2.5,-100
2019-12-03,42.0,32.5,12.0,-100,3.0,4.5,-100,3.5,-100
2019-12-04,44.0,32.0,13.0,-100,3.0,4.0,1.0,2.0,-100
2019-12-05,41.5,34.5,11.5,-100,2.0,3.5,-100,3.5,-100
2019-12-06,43.25,32.5,13.25,-100,2.75,4.0,1.0,3.25,-100
2019-12-07,44.5,32.0,11.0,1.0,2.0,3.5,1.0,3.5,-100
2019-12-08,43.0,33.0,12.0,-100,3.0,3.0,-100,3.0,-100
