date,Con,Lab,LibDem,UKIP,Green,SNP,PLPW,BP,ChUK
2019-12-09,42.0,36.0,12.0,-100,2.0,3.0,-100,3.0,-100
2019-12-10,42.0,34.5,12.0,-100,2.5,4.0,1.0,3.0,-100
2019-12-11,43.857142857142854,33.285714285714285,11.571428571428571,-100,2.857142857142857,4.0,1.0,3.0,-100
2020-01-10,44.0,29.0,11.0,2.0,5.0,3.0,-100,4.0,-100
2020-01-17,47.0,30.0,9.0,-100,4.0,5.0,-100,3.0,-100
2020-01-26,49.0,29.0,10.0,-100,4.0,5.0,1.0,2.0,-100
2020-01-31,43.96,33.06,10.28,-100,2.6,4.56,0.45,2.74,-100
2020-02-02,49.0,30.0,8.0,-100,5.0,4.0,1.0,2.0,-100
2020-02-03,47.0,30.0,11.0,-100,5.0,4.0,1.0,1.0,-100
2020-02-10,48.0,28.0,10.0,-100,6.0,4.0,1.0,2.0,-100
2020-02-14,47.0,32.0,7.0,-100,4.0,6.0,1.0,2.0,-100
2020-02-20,47.0,31.0,9.0,-100,4.0,4.0,-100,3.0,-100
2020-03-09,50.0,29.0,11.0,1.0,2.0,4.0,1.0,1.0,-100
2020-03-13,49.0,32.0,6.0,-100,5.0,5.0,1.0,1.0,-100
2020-03-16,52.0,30.0,9.0,-100,4.0,4.0,1.0,-100,-100
2020-03-26,54.0,28.0,7.0,-100,4.0,4.0,-100,2.0,-100
2020-03-27,54.0,28.0,6.0,1.0,3.0,5.0,1.0,-100,-100
2020-04-02,50.5,28.5,8.0,-100,4.5,4.5,1.0,1.0,-100
2020-04-03,53.0,30.0,7.0,1.0,3.0,5.0,1.0,-100,-100
2020-04-06,45.0,28.0,11.0,-100,6.0,3.0,1.0,3.0,-100
2020-04-09,50.5,29.0,7.5,-100,5.0,4.0,1.0,2.0,-100
2020-04-17,52.0,31.666666666666668,6.333333333333333,-100,3.0,4.333333333333333,1.0,1.0,-100
2020-04-20,54.0,28.0,9.0,-100,4.0,4.0,1.0,1.0,-100
2020-04-23,50.0,33.0,7.0,1.0,3.0,5.0,-100,-100,-100
2020-04-26,50.0,33.0,7.0,-100,4.0,5.0,-100,-100,-100
2020-04-28,48.0,31.0,8.0,-100,5.0,4.0,1.0,1.0,-100
2020-05-01,51.0,33.0,6.0,1.0,3.0,5.0,1.0,-100,-100
2020-05-06,50.0,30.5,7.0,-100,5.0,4.0,1.0,3.0,-100
2020-05-07,49.0,33.0,6.0,1.0,5.0,5.0,1.0,-100,-100
2020-05-11,51.0,32.0,7.0,-100,2.0,5.0,1.0,2.0,-100
2020-05-14,49.0,34.0,6.0,1.0,3.0,5.0,1.0,-100,-100
2020-05-15,47.0,35.0,9.0,-100,3.0,4.0,-100,-100,-100
2020-05-17,46.0,33.0,7.0,-100,4.0,4.0,-100,2.0,-100
2020-05-19,48.0,33.0,6.0,-100,5.0,5.0,1.0,2.0,-100
2020-05-22,47.0,35.0,6.0,2.0,3.0,5.0,-100,-100,-100
2020-05-26,44.83,35.71,6.925,-100,3.775,4.835,0.745,1.18,-100
2020-05-27,43.0,37.5,7.5,-100,3.5,5.0,1.0,3.0,-100
2020-05-28,43.0,38.0,8.0,2.0,4.0,3.0,-100,2.0,-100
2020-05-29,43.0,39.0,6.0,1.0,3.0,5.0,1.0,-100,-100
2020-05-30,45.0,35.0,6.0,-100,5.0,5.0,-100,2.0,-100
2020-06-03,42.215,37.295,7.83,-100,4.515000000000001,4.125,0.8049999999999999,0.97,-100
2020-06-05,42.0,39.0,7.0,2.0,3.5,3.5,1.0,3.0,-100
2020-06-10,42.504999999999995,37.0,9.155000000000001,-100,3.655,4.34,0.625,0.76,-100
2020-06-11,41.0,39.0,9.0,-100,4.0,5.0,-100,-100,-100
2020-06-12,44.5,38.0,6.0,-100,3.0,5.0,1.0,2.0,-100
2020-06-14,40.0,36.0,9.0,-100,-100,-100,-100,-100,-100
2020-06-15,43.0,35.0,8.0,1.0,4.0,5.0,-100,2.0,-100
2020-06-18,43.0,38.0,8.0,-100,4.0,4.0,-100,-100,-100
2020-06-19,44.0,40.0,5.0,-100,3.0,5.0,1.0,-100,-100
2020-06-25,43.375,37.03,7.615,-100,3.92,4.29,0.43,0.34,-100
2020-06-26,42.62,38.63,5.89,1.56,4.14,4.87,1.07,-100,-100
2020-07-01,42.0,38.0,8.0,-100,5.0,4.0,-100,-100,-100
2020-07-03,41.0,37.0,8.0,2.0,4.0,5.0,1.0,-100,-100
2020-07-06,44.0,37.0,7.0,-100,4.0,4.0,-100,-100,-100
2020-07-08,44.0,39.0,7.0,-100,4.0,4.0,-100,-100,-100
2020-07-09,46.0,36.0,6.0,-100,3.0,5.0,1.0,2.0,-100
2020-07-10,43.0,38.0,6.5,2.0,4.0,5.5,1.0,-100,-100
2020-07-12,42.0,36.0,8.0,-100,5.0,4.0,1.0,1.0,-100
2020-07-13,45.0,35.0,9.0,1.0,2.0,5.0,1.0,2.0,-100
2020-07-15,44.0,37.0,8.0,-100,4.0,4.0,-100,-100,-100
2020-07-17,44.0,36.0,6.0,1.0,4.0,6.0,1.0,-100,-100
2020-07-19,43.0,37.0,6.0,-100,2.0,5.0,1.0,2.0,-100
2020-07-22,44.0,36.0,8.0,-100,5.0,4.0,1.0,-100,-100
2020-07-23,44.0,35.0,7.0,-100,4.0,5.0,1.0,3.0,-100
2020-07-24,42.0,38.0,6.0,2.0,4.0,5.0,1.0,-100,-100
2020-07-29,43.0,38.0,7.0,-100,4.0,4.0,-100,-100,-100
2020-07-31,42.0,36.5,6.0,2.0,4.5,5.5,1.0,3.0,-100
2020-08-03,44.0,35.0,8.0,-100,5.0,4.0,-100,-100,-100
2020-08-04,45.0,37.0,6.0,-100,5.0,5.0,1.0,1.0,-100
2020-08-05,42.0,36.0,8.0,-100,5.0,5.0,1.0,2.0,-100
2020-08-10,42.0,35.0,8.0,1.0,3.0,6.0,1.0,3.0,-100
2020-08-12,43.0,36.0,9.0,-100,4.0,4.0,-100,-100,-100
2020-08-14,41.8,38.9,5.3,2.7,3.5,5.3,0.8,-100,-100
2020-08-16,42.0,37.0,7.0,-100,3.0,4.0,1.0,2.0,-100
2020-08-19,42.0,37.5,6.5,-100,5.0,4.5,1.0,4.0,-100
2020-08-21,41.0,37.0,9.0,-100,4.0,5.0,-100,1.0,-100
2020-08-24,42.0,37.0,9.0,-100,5.0,4.0,-100,-100,-100
2020-08-25,43.0,36.0,6.0,-100,4.0,5.0,1.0,3.0,-100
2020-08-28,40.33,39.77,6.46,1.67,3.39,5.49,0.42,-100,-100
2020-09-02,43.0,37.0,8.0,-100,4.0,4.0,-100,-100,-100
2020-09-04,40.0,38.0,8.0,-100,4.0,5.0,1.0,1.0,-100
2020-09-08,42.0,38.0,6.0,-100,5.0,5.0,-100,2.0,-100
2020-09-09,42.0,37.0,6.0,-100,4.0,5.0,1.0,3.0,-100
2020-09-11,42.0,39.0,6.0,1.0,4.0,5.0,-100,-100,-100
2020-09-16,41.0,39.0,8.0,-100,5.0,5.0,-100,-100,-100
2020-09-17,40.0,40.0,6.0,-100,5.0,4.0,1.0,3.0,-100
2020-09-18,40.0,37.0,8.0,-100,5.0,6.0,1.0,-100,-100
2020-09-20,40.0,37.0,8.0,-100,3.0,5.0,-100,3.0,-100
2020-09-21,40.0,38.0,9.0,2.0,4.0,4.0,1.0,3.0,-100
2020-09-23,40.0,40.0,7.0,-100,5.0,4.0,-100,-100,-100
2020-09-24,41.0,38.0,6.0,-100,5.0,4.0,1.0,3.0,-100
2020-09-25,40.5,40.0,5.5,1.5,4.0,6.0,1.0,3.0,-100
2020-09-28,41.0,38.0,8.0,-100,-100,5.0,1.0,2.0,-100
2020-09-30,39.0,39.0,6.0,-100,5.0,5.0,1.0,4.0,-100
2020-10-01,39.0,39.0,8.0,-100,5.0,5.0,-100,-100,-100
2020-10-04,42.0,39.0,7.0,-100,3.0,4.0,1.0,2.0,-100
2020-10-06,41.0,37.0,7.0,-100,4.0,4.0,1.0,1.0,-100
2020-10-07,41.0,38.5,6.5,-100,5.0,4.5,1.0,3.0,-100
2020-10-09,40.0,40.0,6.0,3.0,3.0,6.0,1.0,-100,-100
2020-10-12,39.0,39.0,7.0,-100,4.0,5.0,1.0,3.0,-100
2020-10-15,39.0,38.0,6.0,-100,6.0,5.0,1.0,5.0,-100
2020-10-17,41.0,38.0,5.0,-100,6.0,5.0,-100,4.0,-100
2020-10-18,42.0,36.0,8.0,-100,3.0,4.0,1.0,2.0,-100
2020-10-21,40.0,40.0,7.0,-100,4.0,5.0,-100,-100,-100
2020-10-22,40.0,39.0,7.0,-100,5.0,5.0,1.0,3.0,-100
2020-10-23,38.0,40.0,6.0,2.0,5.0,5.0,1.0,-100,-100
2020-10-24,42.0,39.0,7.0,-100,3.0,3.0,-100,3.0,-100
2020-10-26,42.0,39.0,7.0,-100,3.0,4.0,-100,2.0,-100
2020-10-28,38.05,41.55,7.65,-100,4.65,5.15,0.65,1.0,-100
2020-10-29,38.0,38.0,6.0,-100,5.0,5.0,1.0,4.0,-100
2020-11-02,40.0,40.0,7.0,-100,3.0,5.0,1.0,2.0,-100
2020-11-05,35.0,40.0,7.0,-100,4.0,5.0,1.0,6.0,-100
2020-11-06,38.5,39.5,8.0,2.0,3.5,5.0,1.0,2.0,-100
2020-11-09,40.0,36.0,8.0,1.0,5.0,5.0,0.5,2.5,-100
2020-11-11,40.0,40.0,7.0,-100,5.0,5.0,-100,-100,-100
2020-11-12,38.0,40.0,5.0,-100,5.0,5.0,1.0,4.0,-100
2020-11-15,41.0,38.0,5.0,-100,4.0,5.0,-100,2.0,-100
2020-11-18,38.0,37.0,7.0,-100,6.0,6.0,1.0,4.0,-100
2020-11-19,40.0,39.0,8.0,-100,4.0,5.0,-100,-100,-100
2020-11-20,41.0,38.0,6.0,-100,4.0,6.0,-100,-100,-100
2020-11-22,39.0,37.0,7.0,-100,4.0,5.0,1.0,3.0,-100
2020-11-27,37.0,40.0,5.0,-100,5.0,6.0,1.0,5.0,-100
2020-11-28,38.0,37.5,8.0,4.0,4.5,4.5,1.0,3.5,-100
2020-11-29,39.0,38.0,8.0,-100,3.0,5.0,1.0,3.0,-100
2020-12-02,40.0,37.0,9.0,-100,6.0,5.0,1.0,-100,-100
2020-12-03,38.0,38.0,6.0,-100,5.0,5.0,1.0,3.0,-100
2020-12-04,38.1,39.9,5.6,2.6,3.3,6.0,1.0,-100,-100
2020-12-08,40.0,38.0,6.0,-100,4.0,5.0,-100,-100,-100
2020-12-09,37.0,37.0,8.0,-100,6.0,5.0,1.0,5.0,-100
2020-12-10,40.0,39.0,7.0,-100,5.0,5.0,1.0,1.0,-100
2020-12-13,38.0,37.0,8.0,-100,5.0,5.0,-100,4.0,-100
2020-12-14,38.0,37.0,10.0,1.0,5.0,5.0,1.0,3.0,-100
2020-12-16,39.0,37.0,6.0,-100,6.0,5.0,1.0,4.0,-100
2020-12-17,39.0,39.0,6.0,3.0,4.0,5.0,1.0,-100,-100
2020-12-21,41.0,39.0,8.0,-100,4.0,5.0,1.0,2.0,-100
2020-12-22,38.0,39.5,6.5,-100,4.5,5.0,1.0,2.5,-100
2020-12-30,43.0,38.0,4.0,2.0,5.0,5.0,-100,3.0,-100
2021-01-05,39.0,39.0,6.0,-100,6.0,5.0,1.0,3.0,-100
2021-01-07,39.0,40.0,6.0,2.0,4.0,5.0,1.0,-100,-100
2021-01-10,40.0,37.0,8.0,-100,4.0,4.0,1.0,2.0,-100
2021-01-11,41.0,37.0,8.0,-100,5.0,5.0,-100,2.0,-100
2021-01-13,40.0,38.0,7.0,-100,5.0,4.0,-100,1.0,-100
2021-01-14,38.0,39.0,5.0,-100,6.0,5.0,1.0,3.0,-100
2021-01-15,37.4,40.8,6.5,1.3,4.0,6.4,0.8,-100,-100
2021-01-17,39.0,37.0,7.0,-100,3.0,5.0,-100,2.0,-100
2021-01-18,40.0,38.0,8.0,-100,5.0,4.0,-100,2.0,-100
2021-01-21,39.0,38.0,5.0,-100,6.0,5.0,1.0,4.0,-100
2021-01-22,43.0,37.0,7.0,-100,5.0,4.0,-100,-100,-100
2021-01-23,41.0,39.0,7.0,-100,3.0,4.0,-100,2.0,-100
2021-01-24,40.0,37.0,8.0,-100,3.0,5.0,-100,-100,-100
2021-01-25,41.0,37.0,9.0,1.0,4.5,4.5,-100,2.5,-100
2021-01-27,37.0,41.0,6.0,-100,4.0,5.0,1.0,3.0,-100
2021-01-29,41.0,38.0,7.0,2.0,4.0,5.0,1.0,1.0,-100
2021-01-31,41.0,38.0,6.0,-100,3.0,5.0,-100,-100,-100
2021-02-01,41.5,37.5,6.5,-100,4.5,5.0,1.0,3.0,-100
2021-02-03,41.0,37.0,6.0,-100,6.0,5.0,1.0,3.0,-100
2021-02-04,42.0,38.0,7.0,-100,8.0,5.0,-100,-100,-100
2021-02-06,39.0,33.0,9.0,-100,7.0,5.0,1.0,-100,-100
2021-02-07,41.0,37.0,8.0,-100,4.0,4.0,1.0,2.0,-100
2021-02-08,43.0,38.0,7.0,-100,4.0,5.0,-100,2.0,-100
2021-02-10,41.0,36.0,6.0,-100,7.0,5.0,1.0,3.0,-100
2021-02-12,42.0,37.0,6.0,1.0,5.0,5.0,1.0,-100,-100
2021-02-14,42.0,37.0,7.0,-100,3.0,4.0,1.0,2.0,-100
2021-02-15,41.0,39.0,8.0,-100,5.0,5.0,-100,2.0,-100
2021-02-18,40.0,37.0,7.0,-100,6.0,5.0,1.0,3.0,-100
2021-02-21,40.0,38.0,7.0,-100,3.0,4.0,-100,-100,-100
2021-02-22,41.5,35.0,9.0,2.0,5.5,4.0,1.0,3.0,-100
2021-02-25,42.0,34.0,7.0,-100,6.0,5.0,1.0,-100,-100
2021-02-26,42.0,36.666666666666664,6.0,2.0,5.0,4.333333333333333,1.0,3.0,-100
2021-02-28,43.0,36.0,7.0,-100,3.0,4.0,1.0,3.0,-100
2021-03-01,44.0,38.0,7.0,-100,3.0,4.0,-100,2.0,-100
2021-03-04,45.0,32.0,6.0,-100,7.0,5.0,1.0,3.0,-100
2021-03-07,42.5,36.0,7.5,-100,4.5,4.5,1.0,3.0,-100
2021-03-08,45.0,36.0,7.0,-100,4.0,4.0,-100,3.0,-100
2021-03-10,43.0,33.0,9.0,-100,5.0,5.0,-100,1.0,-100
2021-03-12,43.333333333333336,36.0,6.333333333333333,1.0,5.0,4.666666666666667,1.0,3.0,-100
2021-03-14,39.0,37.0,8.0,-100,4.0,4.0,1.0,3.0,-100
2021-03-15,43.0,36.0,7.0,-100,5.0,4.0,-100,3.0,-100
2021-03-16,42.0,37.0,7.0,-100,5.0,5.0,1.0,2.0,-100
2021-03-19,41.0,35.5,7.0,-100,7.0,5.0,1.0,3.0,-100
2021-03-21,42.0,38.0,6.0,-100,3.0,4.0,1.0,2.0,-100
2021-03-22,42.0,36.0,9.0,-100,6.0,4.0,1.0,2.0,-100
2021-03-26,41.5,34.5,7.0,2.0,6.0,5.5,1.0,2.0,-100
2021-03-27,44.0,36.0,6.0,4.0,4.0,2.0,-100,3.0,-100
2021-03-29,43.0,35.0,8.0,1.0,4.0,5.5,1.0,2.0,-100
2021-04-01,42.0,34.0,7.0,-100,6.0,5.0,1.0,3.0,-100
2021-04-04,42.0,35.0,8.0,-100,3.0,4.0,1.0,2.0,-100
2021-04-05,44.0,34.0,9.0,-100,5.0,4.0,-100,2.0,-100
2021-04-08,41.0,34.0,6.0,-100,6.0,5.0,1.0,3.0,-100
2021-04-09,45.0,36.0,6.0,1.0,4.0,6.0,1.0,-100,-100
2021-04-10,44.0,35.5,7.0,2.0,4.0,2.5,1.0,4.0,-100
2021-04-11,42.0,35.0,7.0,-100,4.0,5.0,1.0,2.0,-100
2021-04-12,43.0,36.0,7.0,-100,5.0,4.0,1.0,3.0,-100
2021-04-14,43.0,29.0,8.0,-100,8.0,5.0,1.0,3.0,-100
2021-04-18,43.0,34.0,7.0,-100,4.0,5.0,1.0,1.0,-100
2021-04-19,42.0,34.0,9.5,-100,5.5,4.0,1.0,3.0,-100
2021-04-22,42.0,35.5,6.5,1.0,6.0,5.5,1.0,2.0,-100
2021-04-23,44.0,33.0,7.0,2.0,5.0,6.0,1.0,-100,-100
2021-04-25,42.0,35.0,8.0,-100,3.0,5.0,1.0,2.0,-100
2021-04-26,41.333333333333336,34.0,9.0,1.0,5.666666666666667,4.666666666666667,1.0,3.0,-100
2021-04-28,44.0,33.0,7.0,-100,7.0,4.0,1.0,3.0,-100
2021-04-29,41.0,36.0,7.0,-100,6.5,4.5,1.0,2.0,-100
2021-04-30,41.0,38.0,6.5,2.0,3.5,5.0,1.0,-100,-100
2021-05-02,40.0,36.0,8.0,-100,4.0,4.0,-100,-100,-100
2021-05-03,40.0,38.0,7.0,-100,5.0,4.0,1.0,3.0,-100
2021-05-05,43.666666666666664,34.0,6.666666666666667,-100,5.666666666666667,4.666666666666667,1.0,3.0,-100
2021-05-09,42.0,34.0,8.0,-100,4.0,5.0,1.0,2.0,-100
2021-05-10,45.0,34.0,8.0,-100,5.0,4.0,-100,2.0,-100
2021-05-12,45.0,30.0,7.0,-100,8.0,5.0,1.0,2.0,-100
2021-05-14,44.0,31.0,8.0,2.0,7.0,5.0,1.0,-100,-100
2021-05-16,43.0,32.0,8.0,-100,5.0,4.0,1.0,2.0,-100
2021-05-17,42.0,33.0,10.0,-100,6.0,4.0,1.0,2.0,-100
2021-05-20,46.0,28.0,8.0,-100,8.0,5.0,1.0,2.0,-100
2021-05-23,43.0,34.0,9.0,-100,4.0,4.0,1.0,2.0,-100
2021-05-24,43.0,33.0,10.0,-100,5.0,4.0,1.0,3.0,-100
2021-05-26,44.0,33.0,8.0,-100,6.0,4.0,-100,-100,-100
2021-05-28,43.0,32.5,7.75,1.0,6.5,5.0,1.0,2.0,-100
2021-05-30,42.0,32.0,9.0,-100,5.0,4.0,1.0,2.0,-100
2021-05-31,45.0,34.0,8.0,-100,5.0,4.0,-100,-100,-100
2021-06-02,41.0,33.0,9.0,-100,6.0,4.0,1.0,-100,-100
2021-06-03,45.0,32.5,6.0,-100,8.0,4.5,1.0,2.0,-100
2021-06-06,44.0,32.0,8.0,-100,5.0,4.0,1.0,2.0,-100
2021-06-07,44.0,34.0,7.5,1.0,5.5,4.5,1.0,2.0,-100
2021-06-10,43.0,33.0,8.0,-100,7.0,4.5,1.0,2.0,-100
2021-06-11,43.0,34.0,6.0,-100,7.0,6.0,1.0,-100,-100
2021-06-13,42.5,34.0,8.5,-100,5.5,4.5,-100,2.0,-100
2021-06-14,45.0,34.0,5.0,-100,7.0,5.0,1.0,3.0,-100
2021-06-17,43.0,32.0,7.0,-100,7.0,4.5,1.0,4.0,-100
2021-06-20,42.5,32.5,10.0,3.0,5.0,3.0,1.0,1.5,-100
2021-06-21,44.0,33.0,10.0,-100,4.0,4.0,1.0,3.0,-100
2021-06-24,42.0,30.0,9.0,-100,7.0,5.0,1.0,4.0,-100
2021-06-25,43.0,35.0,7.0,-100,5.0,5.0,1.0,-100,-100
2021-06-26,41.0,35.0,10.0,-100,5.0,3.0,-100,-100,-100
2021-06-27,42.0,33.0,9.0,-100,5.0,4.0,1.0,2.0,-100
2021-06-28,41.0,34.0,9.0,-100,5.0,5.0,-100,3.0,-100
2021-06-30,42.0,31.0,10.0,-100,6.0,5.0,1.0,3.0,-100
2021-07-04,41.0,35.0,8.0,-100,4.0,3.0,1.0,3.0,-100
2021-07-05,43.0,34.0,8.0,-100,6.0,4.0,1.0,4.0,-100
2021-07-08,41.0,30.5,11.0,1.0,6.5,5.5,1.0,2.0,-100
2021-07-09,43.0,35.0,6.0,-100,6.0,5.0,2.0,-100,-100
2021-07-11,40.0,35.0,9.0,-100,6.0,4.0,-100,-100,-100
2021-07-12,42.5,32.0,12.0,1.0,5.0,5.0,1.0,2.0,-100
2021-07-13,43.0,32.0,9.0,-100,6.0,5.0,-100,-100,-100
2021-07-16,44.0,31.0,8.0,-100,6.0,4.0,1.0,3.0,-100
2021-07-18,41.0,34.0,8.0,-100,5.0,4.0,-100,-100,-100
2021-07-19,42.0,33.0,10.0,-100,5.0,4.0,-100,3.0,-100
2021-07-20,39.0,35.0,11.0,-100,5.0,4.0,-100,-100,-100
2021-07-21,38.0,34.0,9.0,-100,8.0,5.0,1.0,3.0,-100
2021-07-23,41.0,36.0,9.0,-100,5.0,4.5,1.0,-100,-100
2021-07-25,40.0,35.0,9.5,-100,5.0,4.0,-100,4.0,-100
2021-07-26,42.0,37.0,6.0,3.0,6.0,3.0,1.0,2.0,-100
2021-07-29,39.0,34.0,8.0,-100,9.0,4.0,1.0,3.0,-100
2021-08-01,40.0,34.0,10.0,-100,6.0,4.0,-100,-100,-100
2021-08-02,41.0,34.0,11.0,-100,6.0,4.0,-100,3.0,-100
2021-08-06,41.5,34.0,7.5,-100,6.0,5.5,1.0,3.0,-100
2021-08-08,41.0,33.0,10.0,-100,4.0,4.0,1.0,2.0,-100
2021-08-09,40.5,33.5,11.0,-100,7.0,5.0,1.0,3.0,-100
2021-08-12,40.0,32.0,9.0,-100,7.0,5.0,1.0,2.0,-100
2021-08-15,41.0,34.0,9.0,-100,4.0,4.0,-100,-100,-100
2021-08-16,40.0,36.0,10.0,-100,5.0,5.0,-100,3.0,-100
2021-08-18,40.0,32.0,9.0,-100,8.0,5.0,1.0,3.0,-100
2021-08-20,39.0,36.0,8.0,-100,6.0,6.0,1.0,-100,-100
2021-08-22,41.0,34.0,9.0,-100,4.0,4.0,-100,-100,-100
2021-08-23,40.0,33.5,12.0,2.0,5.5,3.5,1.0,2.5,-100
2021-08-26,39.0,31.0,8.0,-100,9.0,5.0,1.0,4.0,-100
2021-08-29,40.5,33.5,9.5,-100,5.0,4.0,1.0,3.0,-100
2021-09-03,39.666666666666664,34.0,8.0,3.0,7.666666666666667,5.5,1.0,3.0,-100
2021-09-05,40.0,36.0,9.0,-100,4.0,4.0,-100,-100,-100
2021-09-06,41.0,32.0,11.0,-100,6.0,4.0,1.0,4.0,-100
2021-09-09,33.0,35.0,10.0,-100,9.0,5.0,1.0,5.0,-100
2021-09-11,38.0,38.0,8.0,-100,6.0,5.0,-100,-100,-100
2021-09-12,39.0,35.0,9.0,-100,6.0,4.0,-100,-100,-100
2021-09-13,39.0,35.0,9.0,-100,6.0,4.0,1.0,5.0,-100
2021-09-14,40.0,36.0,9.0,-100,5.0,4.0,1.0,-100,-100
2021-09-16,40.0,35.5,8.5,-100,6.0,4.5,1.0,3.0,-100
2021-09-17,40.0,37.0,7.0,-100,6.0,5.0,1.0,-100,-100
2021-09-20,41.0,35.0,8.0,-100,7.0,4.0,-100,3.0,-100
2021-09-22,40.0,35.0,8.0,-100,4.0,4.0,1.0,-100,-100
2021-09-23,39.0,34.0,9.5,-100,7.5,5.0,1.0,3.0,-100
2021-09-27,41.0,35.0,10.0,-100,5.0,4.0,-100,3.0,-100
2021-09-29,40.0,33.5,8.0,-100,7.0,5.0,1.0,4.0,-100
2021-10-01,39.0,35.0,8.0,-100,6.0,6.0,1.0,-100,-100
2021-10-04,40.0,37.0,10.0,-100,4.0,4.0,-100,3.0,-100
2021-10-06,39.0,31.0,9.0,-100,9.0,6.0,1.0,4.0,-100
2021-10-07,39.0,35.0,9.0,-100,5.0,4.0,1.0,3.0,-100
2021-10-10,40.0,35.0,8.0,-100,5.0,5.0,-100,-100,-100
2021-10-11,40.0,36.0,9.0,-100,6.0,4.0,-100,4.0,-100
2021-10-13,41.0,31.0,9.0,-100,8.0,4.0,1.0,4.0,-100
2021-10-15,39.5,37.0,8.0,2.0,5.5,4.5,1.0,2.0,-100
2021-10-17,40.0,35.0,8.0,-100,5.0,4.0,-100,-100,-100
2021-10-18,39.666666666666664,34.333333333333336,7.666666666666667,1.0,7.333333333333333,5.0,1.0,2.6666666666666665,-100
2021-10-21,37.0,33.0,9.0,-100,10.0,5.0,1.0,4.0,-100
2021-10-24,37.0,35.0,8.0,-100,7.0,5.0,-100,-100,-100
2021-10-25,39.0,36.0,10.0,-100,6.0,4.0,-100,4.0,-100
2021-10-28,39.0,33.0,8.0,-100,10.0,5.0,1.0,3.0,-100
2021-10-29,40.0,35.0,8.0,-100,7.0,5.0,1.0,-100,-100
2021-10-31,40.0,35.0,9.0,-100,4.0,5.0,-100,-100,-100
2021-11-01,40.0,35.0,10.0,-100,6.0,4.0,-100,3.0,-100
2021-11-04,35.5,35.5,8.5,-100,10.0,5.0,-100,5.0,-100
2021-11-05,40.0,37.0,8.0,-100,6.0,3.0,1.0,2.0,-100
2021-11-06,37.0,36.0,9.0,-100,6.0,5.0,1.0,-100,-100
2021-11-07,38.0,35.0,10.0,-100,4.0,5.0,1.0,3.0,-100
2021-11-08,37.0,36.0,10.0,-100,6.0,5.0,-100,5.0,-100
2021-11-10,32.0,34.0,9.0,-100,6.0,4.0,-100,3.0,-100
2021-11-11,35.0,35.0,8.0,-100,10.0,5.0,1.0,4.0,-100
2021-11-12,38.0,35.5,9.5,-100,6.0,5.0,1.0,3.0,-100
2021-11-15,36.5,37.0,10.0,-100,4.5,4.5,1.0,3.0,-100
2021-11-18,36.0,34.0,7.0,-100,10.0,4.0,1.0,5.0,-100
2021-11-19,38.0,39.0,9.0,-100,6.0,-100,-100,-100,-100
2021-11-21,36.5,37.5,9.5,-100,5.5,4.0,-100,4.0,-100
2021-11-22,39.0,36.0,10.0,2.0,5.0,4.0,1.0,2.0,-100
2021-11-25,36.0,35.0,7.0,-100,8.0,5.0,1.0,6.0,-100
2021-11-26,36.0,38.0,8.0,-100,6.0,5.0,1.0,-100,-100
2021-11-28,37.0,37.0,8.0,-100,5.0,5.0,-100,-100,-100
2021-11-29,38.0,36.0,10.0,-100,6.0,4.0,1.0,4.0,-100
2021-12-01,36.0,37.0,10.0,-100,5.5,5.0,1.0,3.0,-100
2021-12-02,36.0,33.0,9.0,-100,9.0,5.0,1.0,6.0,-100
2021-12-04,37.0,38.0,10.0,2.0,5.0,5.0,1.0,2.0,-100
2021-12-05,38.0,37.0,9.0,-100,5.0,4.0,-100,-100,-100
2021-12-06,38.0,36.0,9.0,-100,6.0,4.0,-100,4.0,-100
2021-12-08,34.0,38.0,11.0,-100,6.0,4.0,-100,5.0,-100
2021-12-09,33.36666666666667,39.300000000000004,8.6,0.5,5.566666666666666,4.766666666666667,1.0,4.35,-100
2021-12-10,32.75,39.75,9.25,-100,5.75,4.666666666666667,1.0,7.0,-100
2021-12-11,31.6,39.2,9.2,1.3,4.6,5.2,1.1,3.7,-100
2021-12-13,33.0,37.5,11.0,2.0,7.0,3.5,1.0,5.0,-100
2021-12-15,31.0,37.5,10.0,-100,8.5,5.0,1.0,6.0,-100
2021-12-16,34.0,38.0,10.0,-100,4.0,5.0,-100,-100,-100
2021-12-20,30.5,37.5,12.5,-100,7.0,5.5,1.0,5.0,-100
2021-12-21,34.0,41.0,9.0,-100,4.0,4.0,-100,-100,-100
